id,title,abstract,ai_abstract
2511.14565,Masked IRL: LLM-Guided Reward Disambiguation from Demonstrations and Language,"Robots can adapt to user preferences by learning reward functions from demonstrations, but with limited data, reward models often overfit to spurious correlations and fail to generalize. This happens because demonstrations show robots how to do a task but not what matters for that task, causing the model to focus on irrelevant state details. Natural language can more directly specify what the robot should focus on, and, in principle, disambiguate between many reward functions consistent with the demonstrations. However, existing language-conditioned reward learning methods typically treat instructions as simple conditioning signals, without fully exploiting their potential to resolve ambiguity. Moreover, real instructions are often ambiguous themselves, so naive conditioning is unreliable. Our key insight is that these two input types carry complementary information: demonstrations show how to act, while language specifies what is important. We propose Masked Inverse Reinforcement Learning (Masked IRL), a framework that uses large language models (LLMs) to combine the strengths of both input types. Masked IRL infers state-relevance masks from language instructions and enforces invariance to irrelevant state components. When instructions are ambiguous, it uses LLM reasoning to clarify them in the context of the demonstrations. In simulation and on a real robot, Masked IRL outperforms prior language-conditioned IRL methods by up to 15% while using up to 4.7 times less data, demonstrating improved sample-efficiency, generalization, and robustness to ambiguous language. Project page: https://MIT-CLEAR-Lab.github.io/Masked-IRL and Code: https://github.com/MIT-CLEAR-Lab/Masked-IRL",针对从演示中学习奖励函数易过拟合无关状态细节的问题，提出了 Masked IRL 框架。该方法利用大语言模型（LLM）结合演示（展示如何行动）与自然语言指令（指定重点）的互补信息。Masked IRL 通过 LLM 从指令推断状态相关性掩码，强制模型对无关状态保持不变性，并利用 LLM 推理在演示上下文中消除指令歧义。仿真和真机实验表明，该方法比现有语言条件 IRL 方法性能提升 15%，且数据需求量减少 4.7 倍，显著提高了样本效率和对歧义语言的鲁棒性。
2511.14559,Apo2Mol: 3D Molecule Generation via Dynamic Pocket-Aware Diffusion Models,"Deep generative models are rapidly advancing structure-based drug design, offering substantial promise for generating small molecule ligands that bind to specific protein targets. However, most current approaches assume a rigid protein binding pocket, neglecting the intrinsic flexibility of proteins and the conformational rearrangements induced by ligand binding, limiting their applicability in practical drug discovery. Here, we propose Apo2Mol, a diffusion-based generative framework for 3D molecule design that explicitly accounts for conformational flexibility in protein binding pockets. To support this, we curate a dataset of over 24,000 experimentally resolved apo-holo structure pairs from the Protein Data Bank, enabling the characterization of protein structure changes associated with ligand binding. Apo2Mol employs a full-atom hierarchical graph-based diffusion model that simultaneously generates 3D ligand molecules and their corresponding holo pocket conformations from input apo states. Empirical studies demonstrate that Apo2Mol can achieve state-of-the-art performance in generating high-affinity ligands and accurately capture realistic protein pocket conformational changes.",针对现有药物设计生成模型忽视蛋白质结合口袋柔性及配体结合诱导构象变化的问题，提出了 Apo2Mol。这是一个基于全原子分层图扩散的生成框架，能够从输入的无配体（apo）状态同时生成 3D 配体分子及其对应的有配体（holo）口袋构象。基于 PDB 中超过 2.4 万对实验解析的 apo-holo 结构对训练，实证研究表明 Apo2Mol 在生成高亲和力配体方面达到 SOTA 水平，并能准确捕捉真实的蛋白质口袋构象变化。
2511.14555,DecNefLab: A Modular and Interpretable Simulation Framework for Decoded Neurofeedback,"Decoded Neurofeedback (DecNef) is a flourishing non-invasive approach to brain modulation with wide-ranging applications in neuromedicine and cognitive neuroscience. However, progress in DecNef research remains constrained by subject-dependent learning variability, reliance on indirect measures to quantify progress, and the high cost and time demands of experimentation.   We present DecNefLab, a modular and interpretable simulation framework that formalizes DecNef as a machine learning problem. Beyond providing a virtual laboratory, DecNefLab enables researchers to model, analyze and understand neurofeedback dynamics. Using latent variable generative models as simulated participants, DecNefLab allows direct observation of internal cognitive states and systematic evaluation of how different protocol designs and subject characteristics influence learning.   We demonstrate how this approach can (i) reproduce empirical phenomena of DecNef learning, (ii) identify conditions under which DecNef feedback fails to induce learning, and (iii) guide the design of more robust and reliable DecNef protocols in silico before human implementation.   In summary, DecNefLab bridges computational modeling and cognitive neuroscience, offering a principled foundation for methodological innovation, robust protocol design, and ultimately, a deeper understanding of DecNef-based brain modulation.",解码神经反馈（DecNef）受限于受试者学习差异及昂贵的实验成本。本文推出了 DecNefLab，一个将 DecNef 形式化为机器学习问题的模块化可解释仿真框架。通过使用潜变量生成模型作为模拟参与者，DecNefLab 允许直接观察内部认知状态，并系统评估协议设计与受试者特征对学习的影响。该框架不仅能复现经验现象并识别学习失败条件，还能在人体实验前通过计算机模拟（in silico）指导设计更鲁棒的 DecNef 协议，为脑调节研究提供了理论基础。
2511.14543,MissHDD: Hybrid Deterministic Diffusion for Hetrogeneous Incomplete Data Imputation,"Incomplete data are common in real-world tabular applications, where numerical, categorical, and discrete attributes coexist within a single dataset. This heterogeneous structure presents significant challenges for existing diffusion-based imputation models, which typically assume a homogeneous feature space and rely on stochastic denoising trajectories. Such assumptions make it difficult to maintain conditional consistency, and they often lead to information collapse for categorical variables or instability when numerical variables require deterministic updates. These limitations indicate that a single diffusion process is insufficient for mixed-type tabular imputation.   We propose a hybrid deterministic diffusion framework that separates heterogeneous features into two complementary generative channels. A continuous DDIM-based channel provides efficient and stable deterministic denoising for numerical variables, while a discrete latent-path diffusion channel, inspired by loopholing-based discrete diffusion, models categorical and discrete features without leaving their valid sample manifolds. The two channels are trained under a unified conditional imputation objective, enabling coherent reconstruction of mixed-type incomplete data.   Extensive experiments on multiple real-world datasets show that the proposed framework achieves higher imputation accuracy, more stable sampling trajectories, and improved robustness across MCAR, MAR, and MNAR settings compared with existing diffusion-based and classical methods. These results demonstrate the importance of structure-aware diffusion processes for advancing deep learning approaches to incomplete tabular data.",针对混合类型（数值、分类、离散）表格数据缺失填补中单一扩散模型难以兼顾条件一致性和稳定性的问题，提出了混合确定性扩散框架 MissHDD。该方法将特征分离为双通道：基于连续 DDIM 的通道对数值变量进行稳定的确定性去噪；基于 loopholing 的离散潜在路径扩散通道在有效样本流形内对分类和离散特征建模。双通道在统一条件填补目标下训练。实验表明，MissHDD 在 MCAR、MAR 和 MNAR 设置下的填补精度、采样轨迹稳定性和鲁棒性均优于现有扩散及经典方法。
2511.14533,A Neuro-Symbolic Framework for Reasoning under Perceptual Uncertainty: Bridging Continuous Perception and Discrete Symbolic Planning,"Bridging continuous perceptual signals and discrete symbolic reasoning is a fundamental challenge in AI systems that must operate under uncertainty. We present a neuro-symbolic framework that explicitly models and propagates uncertainty from perception to planning, providing a principled connection between these two abstraction levels. Our approach couples a transformer-based perceptual front-end with graph neural network (GNN) relational reasoning to extract probabilistic symbolic states from visual observations, and an uncertainty-aware symbolic planner that actively gathers information when confidence is low. We demonstrate the framework's effectiveness on tabletop robotic manipulation as a concrete application: the translator processes 10,047 PyBullet-generated scenes (3--10 objects) and outputs probabilistic predicates with calibrated confidences (overall F1=0.68). When embedded in the planner, the system achieves 94\%/90\%/88\% success on Simple Stack, Deep Stack, and Clear+Stack benchmarks (90.7\% average), exceeding the strongest POMDP baseline by 10--14 points while planning within 15\,ms. A probabilistic graphical-model analysis establishes a quantitative link between calibrated uncertainty and planning convergence, providing theoretical guarantees that are validated empirically. The framework is general-purpose and can be applied to any domain requiring uncertainty-aware reasoning from perceptual input to symbolic planning.",针对 AI 系统在不确定性下连接连续感知与离散符号推理的挑战，提出了一种显式建模并传播感知不确定性的神经符号框架。该方法结合 Transformer 和图神经网络（GNN）从视觉观测中提取带校准置信度的概率符号状态，并利用不确定性感知符号规划器在低置信度时主动收集信息。在机器人堆叠任务中，该系统处理了 1 万多个场景，平均成功率达 90.7%，超越最强 POMDP 基线 10-14 个百分点，且规划时间仅需 15 毫秒，证明了校准不确定性与规划收敛之间的理论联系。
2511.14515,IMSE: Efficient U-Net-based Speech Enhancement using Inception Depthwise Convolution and Amplitude-Aware Linear Attention,"Achieving a balance between lightweight design and high performance remains a significant challenge for speech enhancement (SE) tasks on resource-constrained devices. Existing state-of-the-art methods, such as MUSE, have established a strong baseline with only 0.51M parameters by introducing a Multi-path Enhanced Taylor (MET) transformer and Deformable Embedding (DE). However, an in-depth analysis reveals that MUSE still suffers from efficiency bottlenecks: the MET module relies on a complex ""approximate-compensate"" mechanism to mitigate the limitations of Taylor-expansion-based attention, while the offset calculation for deformable embedding introduces additional computational burden. This paper proposes IMSE, a systematically optimized and ultra-lightweight network. We introduce two core innovations: 1) Replacing the MET module with Amplitude-Aware Linear Attention (MALA). MALA fundamentally rectifies the ""amplitude-ignoring"" problem in linear attention by explicitly preserving the norm information of query vectors in the attention calculation, achieving efficient global modeling without an auxiliary compensation branch. 2) Replacing the DE module with Inception Depthwise Convolution (IDConv). IDConv borrows the Inception concept, decomposing large-kernel operations into efficient parallel branches (square, horizontal, and vertical strips), thereby capturing spectrogram features with extremely low parameter redundancy. Extensive experiments on the VoiceBank+DEMAND dataset demonstrate that, compared to the MUSE baseline, IMSE significantly reduces the parameter count by 16.8\% (from 0.513M to 0.427M) while achieving competitive performance comparable to the state-of-the-art on the PESQ metric (3.373). This study sets a new benchmark for the trade-off between model size and speech quality in ultra-lightweight speech enhancement.",针对轻量级语音增强（SE）任务，提出了 IMSE 网络，旨在解决现有 SOTA 模型 MUSE 计算效率不足的问题。IMSE 引入两项核心创新：1）利用幅度感知线性注意力（MALA）替代 MET 模块，通过保留查询向量范数信息解决线性注意力的幅度忽略问题，无需辅助分支；2）采用 Inception 深度卷积（IDConv）替代可变形嵌入，通过分解大核为高效并行条状分支降低参数冗余。在 VoiceBank+DEMAND 数据集上，IMSE 将参数量减少 16.8%（至 0.427M）的同时，PESQ 得分达 3.373，实现了模型大小与语音质量的新平衡。
2511.14488,Towards Stable and Structured Time Series Generation with Perturbation-Aware Flow Matching,"Time series generation is critical for a wide range of applications, which greatly supports downstream analytical and decision-making tasks. However, the inherent temporal heterogeneous induced by localized perturbations present significant challenges for generating structurally consistent time series. While flow matching provides a promising paradigm by modeling temporal dynamics through trajectory-level supervision, it fails to adequately capture abrupt transitions in perturbed time series, as the use of globally shared parameters constrains the velocity field to a unified representation. To address these limitations, we introduce \textbf{PAFM}, a \textbf{P}erturbation-\textbf{A}ware \textbf{F}low \textbf{M}atching framework that models perturbed trajectories to ensure stable and structurally consistent time series generation. The framework incorporates perturbation-guided training to simulate localized disturbances and leverages a dual-path velocity field to capture trajectory deviations under perturbation, enabling refined modeling of perturbed behavior to enhance the structural coherence. In order to further improve sensitivity to trajectory perturbations while enhancing expressiveness, a mixture-of-experts decoder with flow routing dynamically allocates modeling capacity in response to different trajectory dynamics. Extensive experiments on both unconditional and conditional generation tasks demonstrate that PAFM consistently outperforms strong baselines. Code is available at https://anonymous.4open.science/r/PAFM-03B2.",针对时间序列生成中局部扰动导致的异质性和突变难以捕捉的问题，提出了扰动感知流匹配（PAFM）框架。PAFM 通过扰动引导训练模拟局部干扰，并利用双路径速度场捕捉扰动下的轨迹偏差，从而精细建模受扰行为并增强结构连贯性。此外，引入具有流路由机制的混合专家（MoE）解码器，根据不同的轨迹动态动态分配建模能力。实验表明，PAFM 在无条件和有条件生成任务中均优于强基线，有效解决了全局共享参数导致的统一速度场限制。
2511.14478,Agentic AI Systems in Electrical Power Systems Engineering: Current State-of-the-Art and Challenges,"Agentic AI systems have recently emerged as a critical and transformative approach in artificial intelligence, offering capabilities that extend far beyond traditional AI agents and contemporary generative AI models. This rapid evolution necessitates a clear conceptual and taxonomical understanding to differentiate this new paradigm. Our paper addresses this gap by providing a comprehensive review that establishes a precise definition and taxonomy for ""agentic AI,"" with the aim of distinguishing it from previous AI paradigms. The concepts are gradually introduced, starting with a highlight of its diverse applications across the broader field of engineering. The paper then presents four detailed, state-of-the-art use case applications specifically within electrical engineering. These case studies demonstrate practical impact, ranging from an advanced agentic framework for streamlining complex power system studies and benchmarking to a novel system developed for survival analysis of dynamic pricing strategies in battery swapping stations. Finally, to ensure robust deployment, the paper provides detailed failure mode investigations. From these findings, we derive actionable recommendations for the design and implementation of safe, reliable, and accountable agentic AI systems, offering a critical resource for researchers and practitioners.",代理式 AI（Agentic AI）作为超越传统 AI 代理的新范式，正在电力工程领域兴起。本文建立了一套精确的定义和分类法，以区分代理式 AI 与现有范式。通过介绍四个详细的电力工程应用案例——包括用于简化电力系统研究的代理框架和电池换电站动态定价生存分析系统——展示了其实际影响。此外，针对部署风险，文章详细调查了故障模式，并为设计安全、可靠和负责任的代理式 AI 系统提供了可操作的建议和指导。
2511.14476,"Operationalizing Pluralistic Values in Large Language Model Alignment Reveals Trade-offs in Safety, Inclusivity, and Model Behavior","Although large language models (LLMs) are increasingly trained using human feedback for safety and alignment with human values, alignment decisions often overlook human social diversity. This study examines how incorporating pluralistic values affects LLM behavior by systematically evaluating demographic variation and design parameters in the alignment pipeline. We collected alignment data from US and German participants (N = 1,095, 27,375 ratings) who rated LLM responses across five dimensions: Toxicity, Emotional Awareness (EA), Sensitivity, Stereotypical Bias, and Helpfulness. We fine-tuned multiple Large Language Models and Large Reasoning Models using preferences from different social groups while varying rating scales, disagreement handling methods, and optimization techniques. The results revealed systematic demographic effects: male participants rated responses 18% less toxic than female participants; conservative and Black participants rated responses 27.9% and 44% more emotionally aware than liberal and White participants, respectively. Models fine-tuned on group-specific preferences exhibited distinct behaviors. Technical design choices showed strong effects: the preservation of rater disagreement achieved roughly 53% greater toxicity reduction than majority voting, and 5-point scales yielded about 22% more reduction than binary formats; and Direct Preference Optimization (DPO) consistently outperformed Group Relative Policy Optimization (GRPO) in multi-value optimization. These findings represent a preliminary step in answering a critical question: How should alignment balance expert-driven and user-driven signals to ensure both safety and fair representation?",为研究多元价值观对 LLM 对齐的影响，本文收集了美德两国 1095 名参与者的对齐数据，涵盖毒性、情感意识等五个维度。研究发现显著的人口统计学差异：例如，保守派和黑人参与者对情感意识的评分显著不同。技术层面，保留评分者分歧比多数投票法多减少 53% 的毒性，5 分制量表比二元制多减少 22%，且直接偏好优化（DPO）在多值优化中优于群体相对策略优化（GRPO）。结果表明，对齐策略需平衡专家与用户信号，并考虑社会多样性。
2511.14465,nnterp: A Standardized Interface for Mechanistic Interpretability of Transformers,"Mechanistic interpretability research requires reliable tools for analyzing transformer internals across diverse architectures. Current approaches face a fundamental tradeoff: custom implementations like TransformerLens ensure consistent interfaces but require coding a manual adaptation for each architecture, introducing numerical mismatch with the original models, while direct HuggingFace access through NNsight preserves exact behavior but lacks standardization across models. To bridge this gap, we develop nnterp, a lightweight wrapper around NNsight that provides a unified interface for transformer analysis while preserving original HuggingFace implementations. Through automatic module renaming and comprehensive validation testing, nnterp enables researchers to write intervention code once and deploy it across 50+ model variants spanning 16 architecture families. The library includes built-in implementations of common interpretability methods (logit lens, patchscope, activation steering) and provides direct access to attention probabilities for models that support it. By packaging validation tests with the library, researchers can verify compatibility with custom models locally. nnterp bridges the gap between correctness and usability in mechanistic interpretability tooling.",针对机械可解释性研究中工具易用性与数值精确性之间的权衡，开发了 nnterp 库。作为 NNsight 的轻量级封装，nnterp 提供了统一的 Transformer 分析接口，同时保留了 HuggingFace 模型的原始数值行为。通过自动模块重命名和验证测试，它支持 16 个架构系列的 50 多种模型变体。库中内置了 Logit Lens、Patchscope 和激活转向等常用可解释性方法。nnterp 解决了现有工具中需手动适配架构或缺乏标准化的痛点，兼顾了正确性与可用性。
2511.14461,Effective Diversification of Multi-Carousel Book Recommendation,"Using multiple carousels, lists that wrap around and can be scrolled, is the basis for offering content in most contemporary movie streaming platforms. Carousels allow for highlighting different aspects of users' taste, that fall in categories such as genres and authors. However, while carousels offer structure and greater ease of navigation, they alone do not increase diversity in recommendations, while this is essential to keep users engaged. In this work we propose several approaches to effectively increase item diversity within the domain of book recommendations, on top of a collaborative filtering algorithm. These approaches are intended to improve book recommendations in the web catalogs of public libraries. Furthermore, we introduce metrics to evaluate the resulting strategies, and show that the proposed system finds a suitable balance between accuracy and beyond-accuracy aspects.",针对公共图书馆网络目录中多轮播（Multi-Carousel）界面仅提供导航便利但缺乏推荐多样性的问题，本文在协同过滤算法之上提出了多种提升项目多样性（如体裁和作者）的策略。通过引入新的评估指标，实验证明所提出的系统在保持推荐准确性的同时，有效地平衡了多样性等超准确性（beyond-accuracy）指标，从而在基于轮播的界面中提供更具吸引力的书籍推荐。
2511.14456,Analyzing the Impact of Participant Failures in Cross-Silo Federated Learning,"Federated learning (FL) is a new paradigm for training machine learning (ML) models without sharing data. While applying FL in cross-silo scenarios, where organizations collaborate, it is necessary that the FL system is reliable; however, participants can fail due to various reasons (e.g., communication issues or misconfigurations). In order to provide a reliable system, it is necessary to analyze the impact of participant failures. While this problem received attention in cross-device FL where mobile devices with limited resources participate, there is comparatively little research in cross-silo FL.   Therefore, we conduct an extensive study for analyzing the impact of participant failures on the model quality in the context of inter-organizational cross-silo FL with few participants. In our study, we focus on analyzing generally influential factors such as the impact of the timing and the data as well as the impact on the evaluation, which is important for deciding, if the model should be deployed. We show that under high skews the evaluation is optimistic and hides the real impact. Furthermore, we demonstrate that the timing impacts the quality of the trained model. Our results offer insights for researchers and software architects aiming to build robust FL systems.",在组织间协作的跨孤岛联邦学习（cross-silo FL）中，参与者故障对系统可靠性构成挑战。本研究针对参与者较少的跨孤岛 FL 场景，深入分析了参与者故障对模型质量的影响。研究发现，在数据高度倾斜的情况下，评估结果往往过于乐观，掩盖了故障的真实影响。此外，故障发生的时机对训练模型的质量有显著影响。这些发现为构建稳健的联邦学习系统提供了关键见解。
2511.14452,Hybrid Modeling of Photoplethysmography for Non-invasive Monitoring of Cardiovascular Parameters,"Continuous cardiovascular monitoring can play a key role in precision health. However, some fundamental cardiac biomarkers of interest, including stroke volume and cardiac output, require invasive measurements, e.g., arterial pressure waveforms (APW). As a non-invasive alternative, photoplethysmography (PPG) measurements are routinely collected in hospital settings. Unfortunately, the prediction of key cardiac biomarkers from PPG instead of APW remains an open challenge, further complicated by the scarcity of annotated PPG measurements. As a solution, we propose a hybrid approach that uses hemodynamic simulations and unlabeled clinical data to estimate cardiovascular biomarkers directly from PPG signals. Our hybrid model combines a conditional variational autoencoder trained on paired PPG-APW data with a conditional density estimator of cardiac biomarkers trained on labeled simulated APW segments. As a key result, our experiments demonstrate that the proposed approach can detect fluctuations of cardiac output and stroke volume and outperform a supervised baseline in monitoring temporal changes in these biomarkers.",针对心脏生物标志物（如每搏输出量和心输出量）依赖有创动脉压力波形（APW）测量的问题，本文提出一种基于光电容积脉搏波（PPG）的无创混合建模方法。该方法结合血流动力学模拟与未标记临床数据，利用在配对 PPG-APW 数据上训练的条件变分自编码器（CVAE），以及在标记模拟 APW 片段上训练的心脏生物标志物条件密度估计器。实验表明，该方法能有效检测心输出量和每搏输出量的波动，在监测时间变化方面优于监督基线，解决了 PPG 数据标注稀缺的难题。
2511.14446,Agentic Video Intelligence: A Flexible Framework for Advanced Video Exploration and Understanding,"Video understanding requires not only visual recognition but also complex reasoning. While Vision-Language Models (VLMs) demonstrate impressive capabilities, they typically process videos largely in a single-pass manner with limited support for evidence revisit and iterative refinement. While recently emerging agent-based methods enable long-horizon reasoning, they either depend heavily on expensive proprietary models or require extensive agentic RL training. To overcome these limitations, we propose Agentic Video Intelligence (AVI), a flexible and training-free framework that can mirror human video comprehension through system-level design and optimization. AVI introduces three key innovations: (1) a human-inspired three-phase reasoning process (Retrieve-Perceive-Review) that ensures both sufficient global exploration and focused local analysis, (2) a structured video knowledge base organized through entity graphs, along with multi-granularity integrated tools, constituting the agent's interaction environment, and (3) an open-source model ensemble combining reasoning LLMs with lightweight base CV models and VLM, eliminating dependence on proprietary APIs or RL training. Experiments on LVBench, VideoMME-Long, LongVideoBench, and Charades-STA demonstrate that AVI achieves competitive performance while offering superior interpretability.",针对现有视频理解方法在复杂推理和迭代细化方面的局限，提出了 Agentic Video Intelligence (AVI) 框架。AVI 无需训练，通过系统级设计模拟人类视频理解过程，引入了“检索-感知-回顾”三阶段推理机制，结合实体图结构的视频知识库和多粒度工具。该框架集成了开源推理 LLM、轻量级 CV 模型和 VLM，摆脱了对专有 API 或 RL 训练的依赖。在 LVBench、VideoMME-Long 等基准测试中，AVI 展现了具有竞争力的性能和优越的可解释性。
2511.14445,"Tell Me: An LLM-powered Mental Well-being Assistant with RAG, Synthetic Dialogue Generation, and Agentic Planning","We present Tell Me, a mental well-being system that leverages advances in large language models to provide accessible, context-aware support for users and researchers. The system integrates three components: (i) a retrieval-augmented generation (RAG) assistant for personalized, knowledge-grounded dialogue; (ii) a synthetic client-therapist dialogue generator conditioned on client profiles to facilitate research on therapeutic language and data augmentation; and (iii) a Well-being AI crew, implemented with CrewAI, that produces weekly self-care plans and guided meditation audio. The system is designed as a reflective space for emotional processing rather than a substitute for professional therapy. It illustrates how conversational assistants can lower barriers to support, complement existing care, and broaden access to mental health resources. To address the shortage of confidential therapeutic data, we introduce synthetic client-therapist dialogue generation conditioned on client profiles. Finally, the planner demonstrates an innovative agentic workflow for dynamically adaptive, personalized self-care, bridging the limitations of static well-being tools. We describe the architecture, demonstrate its functionalities, and report evaluation of the RAG assistant in curated well-being scenarios using both automatic LLM-based judgments and a human-user study. This work highlights opportunities for interdisciplinary collaboration between NLP researchers and mental health professionals to advance responsible innovation in human-AI interaction for well-being.",本文推出了 Tell Me，一个基于大语言模型的心理健康支持系统，旨在提供个性化、情境感知的辅助。该系统集成了三部分：基于检索增强生成（RAG）的对话助手、基于客户画像的合成客户-治疗师对话生成器（用于数据增广与研究），以及基于 CrewAI 的健康 AI 团队（生成自理计划和冥想音频）。Tell Me 定位为情感处理的反思空间，而非专业治疗替代品。通过合成数据解决隐私数据稀缺问题，并利用代理工作流实现动态自适应护理。评估显示该系统在心理健康场景中表现良好，展示了 NLP 与心理健康跨学科合作的潜力。
2511.14435,Watchdogs and Oracles: Runtime Verification Meets Large Language Models for Autonomous Systems,"Assuring the safety and trustworthiness of autonomous systems is particularly difficult when learning-enabled components and open environments are involved. Formal methods provide strong guarantees but depend on complete models and static assumptions. Runtime verification (RV) complements them by monitoring executions at run time and, in its predictive variants, by anticipating potential violations. Large language models (LLMs), meanwhile, excel at translating natural language into formal artefacts and recognising patterns in data, yet they remain error-prone and lack formal guarantees. This vision paper argues for a symbiotic integration of RV and LLMs. RV can serve as a guardrail for LLM-driven autonomy, while LLMs can extend RV by assisting specification capture, supporting anticipatory reasoning, and helping to handle uncertainty. We outline how this mutual reinforcement differs from existing surveys and roadmaps, discuss challenges and certification implications, and identify future research directions towards dependable autonomy.",针对自主系统的安全性和可信度保障难题，本文提出运行时验证（RV）与大语言模型（LLM）的共生融合愿景。RV 可作为 LLM 驱动自主性的安全护栏，提供实时监控和违规预测；而 LLM 则可辅助 RV 进行规范捕获、支持预期推理并处理不确定性。文章探讨了这种相互强化的机制如何区别于现有研究，分析了挑战与认证影响，并指明了通往可靠自主性的未来研究方向。
2511.14428,"Context-aware, Ante-hoc Explanations of Driving Behaviour","Autonomous vehicles (AVs) must be both safe and trustworthy to gain social acceptance and become a viable option for everyday public transportation. Explanations about the system behaviour can increase safety and trust in AVs. Unfortunately, explaining the system behaviour of AI-based driving functions is particularly challenging, as decision-making processes are often opaque. The field of Explainability Engineering tackles this challenge by developing explanation models at design time. These models are designed from system design artefacts and stakeholder needs to develop correct and good explanations. To support this field, we propose an approach that enables context-aware, ante-hoc explanations of (un)expectable driving manoeuvres at runtime. The visual yet formal language Traffic Sequence Charts is used to formalise explanation contexts, as well as corresponding (un)expectable driving manoeuvres. A dedicated runtime monitoring enables context-recognition and ante-hoc presentation of explanations at runtime. In combination, we aim to support the bridging of correct and good explanations. Our method is demonstrated in a simulated overtaking.",针对自动驾驶车辆（AV）AI 决策过程不透明的问题，提出了一种上下文感知的事前（ante-hoc）驾驶行为解释方法。利用视觉化形式语言 Traffic Sequence Charts 形式化解释上下文及预期/非预期驾驶动作，并通过专用运行时监控实现上下文识别和解释呈现。该方法在模拟超车场景中得到验证，旨在增强 AV 的安全性和信任度。
2511.14426,MiAD: Mirage Atom Diffusion for De Novo Crystal Generation,"In recent years, diffusion-based models have demonstrated exceptional performance in searching for simultaneously stable, unique, and novel (S.U.N.) crystalline materials. However, most of these models don't have the ability to change the number of atoms in the crystal during the generation process, which limits the variability of model sampling trajectories. In this paper, we demonstrate the severity of this restriction and introduce a simple yet powerful technique, mirage infusion, which enables diffusion models to change the state of the atoms that make up the crystal from existent to non-existent (mirage) and vice versa. We show that this technique improves model quality by up to $\times2.5$ compared to the same model without this modification. The resulting model, Mirage Atom Diffusion (MiAD), is an equivariant joint diffusion model for de novo crystal generation that is capable of altering the number of atoms during the generation process. MiAD achieves an $8.2\%$ S.U.N. rate on the MP-20 dataset, which substantially exceeds existing state-of-the-art approaches. The source code can be found at \href{https://github.com/andrey-okhotin/miad.git}{\texttt{github.com/andrey-okhotin/miad}}.",针对现有扩散模型在晶体生成中无法改变原子数量的限制，本文提出了“幻影注入”（mirage infusion）技术，允许原子在存在与不存在（幻影）状态间切换。基于此技术构建的 MiAD（Mirage Atom Diffusion）模型是一个等变联合扩散模型，能在生成过程中动态调整原子数量。实验表明，该技术将模型质量提升了 2.5 倍，MiAD 在 MP-20 数据集上达到了 8.2% 的 S.U.N.（稳定、独特、新颖）率，显著优于现有 SOTA 方法。
2511.14422,Sigil: Server-Enforced Watermarking in U-Shaped Split Federated Learning via Gradient Injection,"In decentralized machine learning paradigms such as Split Federated Learning (SFL) and its variant U-shaped SFL, the server's capabilities are severely restricted. Although this enhances client-side privacy, it also leaves the server highly vulnerable to model theft by malicious clients. Ensuring intellectual property protection for such capability-limited servers presents a dual challenge: watermarking schemes that depend on client cooperation are unreliable in adversarial settings, whereas traditional server-side watermarking schemes are technically infeasible because the server lacks access to critical elements such as model parameters or labels.   To address this challenge, this paper proposes Sigil, a mandatory watermarking framework designed specifically for capability-limited servers. Sigil defines the watermark as a statistical constraint on the server-visible activation space and embeds the watermark into the client model via gradient injection, without requiring any knowledge of the data. Besides, we design an adaptive gradient clipping mechanism to ensure that our watermarking process remains both mandatory and stealthy, effectively countering existing gradient anomaly detection methods and a specifically designed adaptive subspace removal attack. Extensive experiments on multiple datasets and models demonstrate Sigil's fidelity, robustness, and stealthiness.",针对 U 型拆分联邦学习（U-shaped SFL）中服务器能力受限导致的模型窃取风险，提出了 Sigil 强制水印框架。Sigil 将水印定义为服务器可见激活空间上的统计约束，并通过梯度注入将水印嵌入客户端模型，无需数据先验知识。结合自适应梯度裁剪机制，Sigil 确保了水印的强制性和隐蔽性，有效抵御梯度异常检测和自适应子空间移除攻击。多数据集实验验证了其保真度、鲁棒性和隐蔽性。
2511.14396,Continuous Vision-Language-Action Co-Learning with Semantic-Physical Alignment for Behavioral Cloning,"Language-conditioned manipulation facilitates human-robot interaction via behavioral cloning (BC), which learns control policies from human demonstrations and serves as a cornerstone of embodied AI. Overcoming compounding errors in sequential action decisions remains a central challenge to improving BC performance. Existing approaches mitigate compounding errors through data augmentation, expressive representation, or temporal abstraction. However, they suffer from physical discontinuities and semantic-physical misalignment, leading to inaccurate action cloning and intermittent execution. In this paper, we present Continuous vision-language-action Co-Learning with Semantic-Physical Alignment (CCoL), a novel BC framework that ensures temporally consistent execution and fine-grained semantic grounding. It generates robust and smooth action execution trajectories through continuous co-learning across vision, language, and proprioceptive inputs (e.g., robot internal states). Meanwhile, we anchor language semantics to visuomotor representations by a bidirectional cross-attention to learn contextual information for action generation, successfully overcoming the problem of semantic-physical misalignment. Extensive experiments show that CCoL achieves an average 8.0% relative improvement across three simulation suites, with up to 19.2% relative gain in human-demonstrated bimanual insertion tasks. Real-world tests on a 7-DoF robot further confirm CCoL's generalization under unseen and noisy object states.",针对语言条件行为克隆（BC）中存在的物理不连续和语义-物理错位问题，提出了 CCoL 框架。该方法通过视觉、语言和本体感觉输入的连续协同学习，生成平滑且鲁棒的动作轨迹。利用双向交叉注意力机制将语言语义锚定到视觉运动表征，实现细粒度的语义接地。实验表明，CCoL 在三个模拟套件中平均相对提升 8.0%，在双臂插入任务中提升高达 19.2%，并在 7-DoF 机器人真机测试中展现了对未见及噪声状态的强泛化能力。
